id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url
7892863,복성각,음식점 > 중식 > 중화요리,FD6,음식점,02-364-1522,서울 서대문구 창천동 31-8,서울 서대문구 명물1길 24,126.937358235632,37.5585257532228,http://place.map.kakao.com/7892863
7896379,베이징코야,음식점 > 중식 > 중화요리,FD6,음식점,02-313-5292,서울 종로구 수송동 110,서울 종로구 율곡로2길 29-1,126.980493026914,37.5743946837858,http://place.map.kakao.com/7896379
7901997,본점최대포 1호점,"음식점 > 한식 > 육류,고기",FD6,음식점,02-712-9242,서울 마포구 도화동 25-8,서울 마포구 새창로 17,126.951946021911,37.5422353336816,http://place.map.kakao.com/7901997
7904353,황생가칼국수,음식점 > 한식 > 국수,FD6,음식점,02-739-6334,서울 종로구 소격동 84,서울 종로구 북촌로5길 78,126.980650042812,37.5800637657585,http://place.map.kakao.com/7904353
7907450,본죽 쌍문점,음식점 > 한식 > 죽 > 본죽,FD6,음식점,02-908-6282,서울 도봉구 쌍문동 19-15,서울 도봉구 도당로 14,127.035164346684,37.659428126111,http://place.map.kakao.com/7907450
7908636,봉심이족발,"음식점 > 한식 > 육류,고기 > 족발,보쌈",FD6,음식점,02-934-5557,서울 노원구 중계동 154-17,서울 노원구 덕릉로83길 20-5,127.074282545613,37.6603019503651,http://place.map.kakao.com/7908636
7920884,빕스 왕십리역점,음식점 > 패밀리레스토랑 > 빕스,FD6,음식점,02-2200-1397,서울 성동구 행당동 168-1,서울 성동구 왕십리광장로 17,127.038354971022,37.5608787327699,http://place.map.kakao.com/7920884
7937472,서린낙지,"음식점 > 한식 > 해물,생선",FD6,음식점,02-735-0670,서울 종로구 청진동 146,서울 종로구 종로 19,126.980140845297,37.5705960300488,http://place.map.kakao.com/7937472
7937741,서울왕돈까스 성북동본점,"음식점 > 일식 > 돈까스,우동",FD6,음식점,02-766-9370,서울 성북구 성북동 131-85,서울 성북구 창경궁로35다길 140,126.999279861329,37.5924377844161,http://place.map.kakao.com/7937741
7943191,석파랑,음식점 > 한식 > 한정식,FD6,음식점,02-395-2500,서울 종로구 홍지동 125,서울 종로구 자하문로 309,126.958712768086,37.5993366646385,http://place.map.kakao.com/7943191
7945775,서부감자국,음식점 > 한식 > 감자탕,FD6,음식점,02-356-4555,서울 은평구 녹번동 181,서울 은평구 서오릉로 8,126.92694839825,37.6022756264112,http://place.map.kakao.com/7945775
7948105,성북동집,음식점 > 한식 > 국수,FD6,음식점,02-747-6234,서울 성북구 성북동 91,서울 성북구 성북로24길 4,126.995674522413,37.5944487211226,http://place.map.kakao.com/7948105
7948597,신설국,음식점 > 일식 > 일식집,FD6,음식점,02-978-7900,서울 노원구 하계동 251-4,서울 노원구 노원로 257,127.072884836608,37.6402613576605,http://place.map.kakao.com/7948597
7953468,선동보리밥,음식점 > 한식,FD6,음식점,02-743-2096,서울 성북구 성북동 88,서울 성북구 성북로 134-4,126.995142314743,37.5946856612251,http://place.map.kakao.com/7953468
7955033,송화정,음식점 > 한식,FD6,음식점,032-326-0770,경기 부천시 상동 411-1,경기 부천시 상일로94번길 35,126.752868945695,37.4900167478192,http://place.map.kakao.com/7955033
7967166,63뷔페 파빌리온,음식점 > 뷔페,FD6,음식점,02-789-5731,서울 영등포구 여의도동 60,서울 영등포구 63로 50,126.940177871726,37.5198202552187,http://place.map.kakao.com/7967166
7973965,신사돼지뽈집 신사동본점,"음식점 > 한식 > 육류,고기",FD6,음식점,02-354-6854,서울 은평구 신사동 16-30,서울 은평구 갈현로 27,126.910113588607,37.6003286783046,http://place.map.kakao.com/7973965
7974203,신촌서서갈비,"음식점 > 한식 > 육류,고기 > 갈비",FD6,음식점,02-707-3886,서울 마포구 노고산동 106-8,서울 마포구 서강로20길 10,126.93628912583,37.5540418182375,http://place.map.kakao.com/7974203
7985133,심학산장어,"음식점 > 한식 > 해물,생선 > 장어",FD6,음식점,031-957-9205,경기 파주시 서패동 240-1,경기 파주시 돌곶이길 148,126.69358274332,37.7128974389447,http://place.map.kakao.com/7985133
7987817,알라또레,음식점 > 양식 > 이탈리안,FD6,음식점,02-324-0978,서울 마포구 서교동 343-11,서울 마포구 와우산로23길 8,126.924760001309,37.5535124557669,http://place.map.kakao.com/7987817
7988820,안성또순이,"음식점 > 한식 > 해물,생선",FD6,음식점,02-720-5670,서울 종로구 신문로2가 1-161,서울 종로구 경희궁길 18,126.971632602549,37.5716790904585,http://place.map.kakao.com/7988820
7990640,아소정,음식점 > 한식 > 냉면,FD6,음식점,02-703-5959,서울 마포구 염리동 149-9,서울 마포구 백범로25길 9,126.946389315311,37.5466190059557,http://place.map.kakao.com/7990640
7991184,아웃백스테이크하우스 서울대점,음식점 > 패밀리레스토랑 > 아웃백스테이크하우스,FD6,음식점,02-884-4761,서울 관악구 봉천동 1601-1,서울 관악구 남부순환로 1840,126.954287593881,37.4803300581525,http://place.map.kakao.com/7991184
7992623,아이러브신당동,음식점 > 분식,FD6,음식점,02-2232-7872,서울 중구 신당동 302-4,서울 중구 퇴계로76길 50,127.014832892826,37.5631365225862,http://place.map.kakao.com/7992623
7997015,암사해물탕 본점,"음식점 > 한식 > 해물,생선 > 매운탕,해물탕",FD6,음식점,02-427-4200,서울 강동구 암사동 462-2,서울 강동구 올림픽로 822,127.129359517823,37.5542151963665,http://place.map.kakao.com/7997015
7997827,양반댁,음식점 > 한식 > 한정식,FD6,음식점,02-733-5507,서울 종로구 인사동 193-5,서울 종로구 인사동길 19-18,126.98588637389,37.5722618958552,http://place.map.kakao.com/7997827
7998251,애슐리클래식 중계홈플러스점,음식점 > 패밀리레스토랑 > 애슐리,FD6,음식점,02-948-2818,서울 노원구 중계동 509-2,서울 노원구 동일로204가길 12,127.068755683633,37.6397917203592,http://place.map.kakao.com/7998251
8005800,영춘옥,음식점 > 한식,FD6,음식점,02-765-4237,서울 종로구 돈의동 131-1,서울 종로구 돈화문로5가길 13,126.991537361788,37.5713434211486,http://place.map.kakao.com/8005800
8008049,옛날농장 미아현대점,"음식점 > 한식 > 육류,고기",FD6,음식점,02-988-9367,서울 성북구 길음동 21,서울 성북구 동소문로 325,127.029568493076,37.6090519551559,http://place.map.kakao.com/8008049
8008953,열빈,음식점 > 중식 > 중화요리,FD6,음식점,02-783-3838,서울 영등포구 여의도동 43-3,서울 영등포구 국제금융로 78,126.931321919711,37.5208642050715,http://place.map.kakao.com/8008953
8015984,옛날칼국수,음식점 > 한식 > 국수,FD6,음식점,02-939-6169,서울 노원구 상계동 711-13,서울 노원구 동일로 1417,127.059830668775,37.6549781550674,http://place.map.kakao.com/8015984
8021209,아이오유,음식점 > 양식,FD6,음식점,02-3275-1151,서울 용산구 청암동 164,서울 용산구 원효로1길 16,126.945628150627,37.5351579408882,http://place.map.kakao.com/8021209
8023243,와플하우스,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-711-2649,서울 용산구 청파동2가 71-75,서울 용산구 청파로45길 37,126.968542424231,37.5444609837908,http://place.map.kakao.com/8023243
8025414,오월의종,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-792-5561,서울 용산구 한남동 737-2,서울 용산구 이태원로 229,126.999090325128,37.5357867385256,http://place.map.kakao.com/8025414
8038298,유래회관,"음식점 > 한식 > 육류,고기",FD6,음식점,02-2293-8866,서울 성동구 홍익동 357,서울 성동구 마장로 196,127.031566427085,37.5664489003844,http://place.map.kakao.com/8038298
8041476,유진식당,음식점 > 한식,FD6,음식점,02-764-2835,서울 종로구 낙원동 221,서울 종로구 종로17길 40,126.988322446293,37.5720423191573,http://place.map.kakao.com/8041476
8043030,을지면옥,음식점 > 한식 > 냉면,FD6,음식점,02-2266-7052,서울 중구 입정동 161,서울 중구 충무로14길 2-1,126.992714983045,37.5675629225708,http://place.map.kakao.com/8043030
8051186,일품당 광화문점,음식점 > 샤브샤브,FD6,음식점,02-733-4949,서울 종로구 당주동 16-1,서울 종로구 세종대로23길 25,126.975055757659,37.5715284961927,http://place.map.kakao.com/8051186
8051240,이춘복참치 본점,음식점 > 일식 > 참치회,FD6,음식점,02-794-4558,서울 용산구 남영동 85-1,서울 용산구 한강대로 266-2,126.973065002376,37.5421411273409,http://place.map.kakao.com/8051240
8059248,정,음식점 > 중식 > 중화요리,FD6,음식점,02-719-8719,서울 용산구 청파동2가 67-6,서울 용산구 청파로47나길 4,126.967053023127,37.5450480291289,http://place.map.kakao.com/8059248
8061153,정동진 하계점,"음식점 > 한식 > 해물,생선 > 회",FD6,음식점,02-976-4983,서울 노원구 하계동 213-9,서울 노원구 한글비석로1길 61,127.07045125677,37.6404142013378,http://place.map.kakao.com/8061153
8063935,조금,음식점 > 일식 > 일식집,FD6,음식점,02-725-8400,서울 종로구 관훈동 123-4,서울 종로구 인사동길 60,126.983648905417,37.5752817418359,http://place.map.kakao.com/8063935
8073425,종가집닭한마리 본점,"음식점 > 한식 > 육류,고기 > 닭요리",FD6,음식점,02-426-2686,서울 강동구 암사1동 463-2,서울 강동구 올림픽로 812,127.129031969188,37.5532785175642,http://place.map.kakao.com/8073425
8074478,종로설렁탕,음식점 > 한식 > 설렁탕,FD6,음식점,02-2271-3820,서울 종로구 종로3가 107-1,서울 종로구 종로 110-1,126.989884859508,37.570013422046,http://place.map.kakao.com/8074478
8079539,중림장,음식점 > 한식 > 설렁탕,FD6,음식점,02-392-7743,서울 중구 중림동 468,서울 중구 청파로 459-1,126.967734456114,37.5602786880605,http://place.map.kakao.com/8079539
8079947,마포정대포 본점,"음식점 > 한식 > 육류,고기",FD6,음식점,02-713-0710,서울 마포구 도화동 183-8,서울 마포구 도화길 52,126.951126977549,37.5419502816666,http://place.map.kakao.com/8079947
8084682,진주집,"음식점 > 한식 > 육류,고기 > 곱창,막창",FD6,음식점,,서울 강북구 번동 463-42,서울 강북구 도봉로 378,127.028792407828,37.6406011077931,http://place.map.kakao.com/8084682
8086601,창고43 샛강점,"음식점 > 한식 > 육류,고기",FD6,음식점,02-783-4343,서울 영등포구 여의도동 55-2,서울 영등포구 여의대방로 376,126.931370715578,37.5182260967436,http://place.map.kakao.com/8086601
8086602,창고43 본점,"음식점 > 한식 > 육류,고기",FD6,음식점,02-783-4557,서울 영등포구 여의도동 36-2,서울 영등포구 국제금융로6길 33,126.926910270434,37.5207894771933,http://place.map.kakao.com/8086602
8086719,청담동포장마차,음식점 > 술집 > 실내포장마차,FD6,음식점,02-363-4377,서울 서대문구 창천동 13-24,서울 서대문구 연세로4길 25,126.938060786142,37.557502591148,http://place.map.kakao.com/8086719
8093485,채선당 중계점,음식점 > 샤브샤브 > 채선당,FD6,음식점,02-951-4149,서울 노원구 중계동 152-11,서울 노원구 덕릉로 692,127.075600841225,37.6594217549241,http://place.map.kakao.com/8093485
8094563,진주집,음식점 > 한식 > 국수,FD6,음식점,02-780-6108,서울 영등포구 여의도동 36-2,서울 영등포구 국제금융로6길 33,126.926960229824,37.5205984955116,http://place.map.kakao.com/8094563
8099492,큰기와집,"음식점 > 한식 > 해물,생선 > 게,대게",FD6,음식점,02-722-9024,서울 종로구 소격동 122-3,서울 종로구 북촌로5길 62,126.981637270249,37.5799377843128,http://place.map.kakao.com/8099492
8105623,코끼리즉석떡볶이,음식점 > 분식,FD6,음식점,02-717-9061,서울 마포구 도화동 345-4,서울 마포구 도화2길 3,126.948828826196,37.5403166966303,http://place.map.kakao.com/8105623
8122347,평양집,"음식점 > 한식 > 육류,고기",FD6,음식점,02-793-6866,서울 용산구 한강로1가 137-1,서울 용산구 한강대로 186,126.973977275672,37.5348864781984,http://place.map.kakao.com/8122347
8123221,프리모바치오바치 홍대점,음식점 > 양식 > 이탈리안,FD6,음식점,02-323-0098,서울 마포구 서교동 346-47,서울 마포구 와우산로23길 44,126.923703730493,37.5547839866237,http://place.map.kakao.com/8123221
8129950,하단,음식점 > 한식,FD6,음식점,02-764-5744,서울 성북구 성북동 184-40,서울 성북구 성북로6길 14,127.005028351786,37.5900050006449,http://place.map.kakao.com/8129950
8167893,강원한방토종삼계탕,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",FD6,음식점,032-325-9119,경기 부천시 상동 459-1,경기 부천시 부일로237번길 23,126.756421163289,37.489497937686,http://place.map.kakao.com/8167893
8176347,혜화칼국수,음식점 > 한식 > 국수,FD6,음식점,02-743-8212,서울 종로구 혜화동 84-3,서울 종로구 창경궁로35길 13,127.001503001818,37.5865792539428,http://place.map.kakao.com/8176347
8178288,고려삼계탕 시청본점,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",FD6,음식점,02-752-9376,서울 중구 서소문동 55-3,서울 중구 서소문로11길 1,126.972908086346,37.5630118104688,http://place.map.kakao.com/8178288
8189465,교촌치킨 역촌1호점,음식점 > 치킨 > 교촌치킨,FD6,음식점,02-356-4326,서울 은평구 역촌동 55-1,서울 은평구 역말로 8,126.911194690282,37.6053885561884,http://place.map.kakao.com/8189465
8191767,교촌치킨 면목3호점,음식점 > 치킨 > 교촌치킨,FD6,음식점,02-2207-6543,서울 중랑구 면목동 1096-16,서울 중랑구 용마산로 297,127.091409493448,37.5790244510191,http://place.map.kakao.com/8191767
8194939,나리의집,음식점 > 한식,FD6,음식점,02-793-4860,서울 용산구 한남동 738-24,서울 용산구 이태원로 245,127.000126722915,37.5369904787104,http://place.map.kakao.com/8194939
8196910,네네치킨 독립문점,음식점 > 치킨 > 네네치킨,FD6,음식점,02-737-4492,서울 종로구 무악동 67-2,서울 종로구 통일로 262,126.956946352244,37.5755309057566,http://place.map.kakao.com/8196910
8199745,궁,음식점 > 분식,FD6,음식점,02-733-9240,서울 종로구 관훈동 30-11,서울 종로구 인사동10길 11-3,126.985392432243,37.5742836683493,http://place.map.kakao.com/8199745
8200924,국시집,음식점 > 한식 > 국수,FD6,음식점,02-762-1924,서울 성북구 성북동1가 9,서울 성북구 창경궁로43길 9,127.004307013755,37.5884336982898,http://place.map.kakao.com/8200924
8203240,나폴레옹제과점 본점,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-742-7421,서울 성북구 성북동1가 35-5,서울 성북구 성북로 7,127.005058846122,37.5888733528331,http://place.map.kakao.com/8203240
8211062,교촌치킨 성산2동점,음식점 > 치킨 > 교촌치킨,FD6,음식점,02-373-9909,서울 마포구 성산동 592-6,서울 마포구 월드컵로 190,126.903307150061,37.5640565191411,http://place.map.kakao.com/8211062
8215478,국화정원,음식점 > 한식 > 한정식,FD6,음식점,02-741-0020,서울 성북구 성북동 264,서울 성북구 성북로 154,126.992689702329,37.594592732663,http://place.map.kakao.com/8215478
8217961,다미,"음식점 > 한식 > 해물,생선",FD6,음식점,02-783-5167,서울 영등포구 여의도동 36-4,서울 영등포구 국제금융로8길 34,126.927214075105,37.5201301307501,http://place.map.kakao.com/8217961
8218085,성북동메밀수제비누룽지백숙,"음식점 > 한식 > 육류,고기 > 닭요리",FD6,음식점,02-764-0707,서울 성북구 성북동 281-1,서울 성북구 성북로31길 9,126.990569989946,37.5945754635015,http://place.map.kakao.com/8218085
8235626,고향산쌈밥,음식점 > 한식 > 쌈밥,FD6,음식점,02-954-1987,서울 도봉구 도봉동 554,서울 도봉구 도봉산길 53,127.039725810961,37.6868651100812,http://place.map.kakao.com/8235626
8238823,금왕돈까스 본점,"음식점 > 일식 > 돈까스,우동",FD6,음식점,02-763-9366,서울 성북구 성북동 256-2,서울 성북구 성북로 138,126.994383644375,37.594830687215,http://place.map.kakao.com/8238823
8269232,뚜레쥬르 용마산역점,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",FD6,음식점,02-2209-3662,서울 중랑구 면목동 379-1,서울 중랑구 면목로 245,127.085142102827,37.5749242086974,http://place.map.kakao.com/8269232
8282140,동화반점,음식점 > 중식 > 중화요리,FD6,음식점,02-2265-9224,서울 중구 을지로6가 18-95,서울 중구 장충단로13길 7,127.008240375428,37.5677502668748,http://place.map.kakao.com/8282140
8284119,동원집,음식점 > 한식 > 감자탕,FD6,음식점,02-2265-1339,서울 중구 을지로3가 96-2,서울 중구 을지로11길 22,126.990953749184,37.5673249378612,http://place.map.kakao.com/8284119
8312894,버거킹 쌍문점,음식점 > 패스트푸드 > 버거킹,FD6,음식점,02-997-0233,서울 도봉구 쌍문동 20-4,서울 도봉구 도당로 6,127.03528238786,37.6586045935446,http://place.map.kakao.com/8312894
8332362,원조만선호프 노가리체인본점,"음식점 > 술집 > 호프,요리주점",FD6,음식점,02-2274-1040(팩스),서울 중구 을지로3가 95-1,서울 중구 을지로13길 19,126.991782318099,37.5672484137965,http://place.map.kakao.com/8332362
8333287,본죽 독립문점,음식점 > 한식 > 죽 > 본죽,FD6,음식점,02-392-1288,서울 서대문구 영천동 318,서울 서대문구 통일로 193,126.961643464548,37.5705527265499,http://place.map.kakao.com/8333287
8347349,원조마포왕갈비,"음식점 > 한식 > 육류,고기 > 갈비",FD6,음식점,02-716-8001,서울 마포구 용강동 40-5,서울 마포구 토정로 315,126.944031573744,37.5398784364637,http://place.map.kakao.com/8347349
8350296,삼백집 전주본점,음식점 > 한식 > 국밥,FD6,음식점,063-284-2227,전북 전주시 완산구 고사동 454-1,전북 전주시 완산구 전주객사2길 22,127.141006036071,35.8178522281359,http://place.map.kakao.com/8350296
8359176,통나무식당 낙원본점,"음식점 > 한식 > 해물,생선 > 아구",FD6,음식점,02-763-7494,서울 종로구 낙원동 45-3,서울 종로구 삼일대로 436-1,126.988014298694,37.573588395665,http://place.map.kakao.com/8359176
8362777,불킹,"음식점 > 한식 > 해물,생선 > 게,대게",FD6,음식점,02-308-7703,서울 마포구 성산동 592-6,서울 마포구 월드컵로 190,126.903130280898,37.564287029124,http://place.map.kakao.com/8362777
8374003,부산갈매기,"음식점 > 한식 > 육류,고기",FD6,음식점,02-718-5462,서울 마포구 도화동 194-18,서울 마포구 도화길 48-3,126.950914372937,37.5417627855592,http://place.map.kakao.com/8374003
8381402,백부장집닭한마리 본관,"음식점 > 한식 > 육류,고기 > 닭요리",FD6,음식점,02-732-2565,서울 종로구 공평동 129,서울 종로구 삼봉로 100-1,126.982689747565,37.5717965569434,http://place.map.kakao.com/8381402
8398691,신성각,음식점 > 중식 > 중화요리,FD6,음식점,02-716-1210,서울 마포구 신공덕동 2-463,서울 마포구 임정로 55-1,126.957756181028,37.5447135015045,http://place.map.kakao.com/8398691
8459531,애슐리W 중계2001아울렛점,음식점 > 패밀리레스토랑 > 애슐리,FD6,음식점,02-971-1013,서울 노원구 중계동 509,서울 노원구 동일로204가길 46,127.067917545555,37.6413554138486,http://place.map.kakao.com/8459531
8474981,아웃백스테이크하우스 상봉점,음식점 > 패밀리레스토랑 > 아웃백스테이크하우스,FD6,음식점,02-434-8491,서울 중랑구 상봉동 100-15,서울 중랑구 망우로 293,127.085207512417,37.5965587994758,http://place.map.kakao.com/8474981
8481800,오원집,음식점 > 야식,FD6,음식점,063-275-1123,전북 전주시 완산구 태평동 10-9,전북 전주시 완산구 공북로 80,127.140901091666,35.8260934698451,http://place.map.kakao.com/8481800
8497857,암사민물장어 선사본점,"음식점 > 한식 > 해물,생선 > 장어",FD6,음식점,02-3426-2253,서울 강동구 암사동 506-9,서울 강동구 고덕로 33,127.129071142121,37.554993973518,http://place.map.kakao.com/8497857
8506442,전장군횡성한우,"음식점 > 한식 > 육류,고기",FD6,음식점,032-501-9292,인천 부평구 구산동 8-3,인천 부평구 경인로 1224,126.755136780768,37.4825287034325,http://place.map.kakao.com/8506442
8524280,종로진낙지 종로점,"음식점 > 한식 > 해물,생선",FD6,음식점,02-742-0621,서울 종로구 낙원동 139-1,서울 종로구 수표로 122,126.989101239643,37.5721252851729,http://place.map.kakao.com/8524280
8536853,은성회관,음식점 > 한식,FD6,음식점,02-783-8666,서울 영등포구 여의도동 44-32,서울 영등포구 여의대방로65길 12,126.930033501093,37.5196200649199,http://place.map.kakao.com/8536853
8539855,채화정 본점,음식점 > 샤브샤브,FD6,음식점,02-912-8333,서울 성북구 하월곡동 90-2062,서울 성북구 오패산로3길 9,127.036537986859,37.6040332920669,http://place.map.kakao.com/8539855
8540921,현래장,음식점 > 중식 > 중화요리,FD6,음식점,02-715-0730,서울 마포구 마포동 140,서울 마포구 마포대로 20,126.944928772226,37.5384480702379,http://place.map.kakao.com/8540921
8547125,이가바지락손칼국수,음식점 > 한식 > 국수,FD6,음식점,02-3661-2077,서울 강서구 등촌동 65-20,서울 강서구 양천로 460,126.851706188316,37.5625722007596,http://place.map.kakao.com/8547125
8552691,태극당,"음식점 > 간식 > 제과,베이커리",FD6,음식점,02-2279-3152,서울 중구 장충동2가 189-5,서울 중구 동호로24길 7,127.005070441384,37.5595045265869,http://place.map.kakao.com/8552691
8567349,털보집,"음식점 > 양식 > 스테이크,립",FD6,음식점,02-793-0606,서울 용산구 남영동 15-1,서울 용산구 한강대로88길 11-3,126.972987176565,37.5445846201207,http://place.map.kakao.com/8567349
8571321,BBQ 고양점,음식점 > 치킨 > BBQ,FD6,음식점,031-963-8292,경기 고양시 덕양구 고양동 444-1,경기 고양시 덕양구 혜음로 103,126.901586243661,37.7095857739501,http://place.map.kakao.com/8571321
8571500,페리카나 독립문점,음식점 > 치킨 > 페리카나,FD6,음식점,02-722-9916,서울 종로구 교북동 1-16,서울 종로구 통일로 222,126.960014534843,37.5727380002091,http://place.map.kakao.com/8571500
8577709,초류향,음식점 > 중식 > 중화요리,FD6,음식점,02-775-2668,서울 중구 다동 164-2,서울 중구 다동길 24-10,126.980440498664,37.5674786354639,http://place.map.kakao.com/8577709
8597039,채선당 구산점,음식점 > 샤브샤브 > 채선당,FD6,음식점,02-389-0550,서울 은평구 역촌동 8-77,서울 은평구 연서로 106,126.915866244888,37.6083733532654,http://place.map.kakao.com/8597039
8613656,향림,음식점 > 중식 > 중화요리,FD6,음식점,02-976-8800,서울 노원구 하계동 256-5,서울 노원구 한글비석로 127,127.075494471228,37.6394308108894,http://place.map.kakao.com/8613656
8624124,혜화돌쇠아저씨,음식점 > 분식 > 떡볶이,FD6,음식점,,서울 종로구 명륜4가 27,서울 종로구 대학로 129-10,127.001172905072,37.5828151785186,http://place.map.kakao.com/8624124
8624654,태봉집,"음식점 > 한식 > 해물,생선",FD6,음식점,063-283-2458,전북 전주시 완산구 고사동 195-1,전북 전주시 완산구 전주객사5길 43-14,127.144551215894,35.8201732683332,http://place.map.kakao.com/8624654
8635963,흥부골숯불돼지갈비,"음식점 > 한식 > 육류,고기 > 갈비",FD6,음식점,02-2253-1978,서울 중구 신당동 393-2,서울 중구 청구로 113,127.010141209013,37.5619116634815,http://place.map.kakao.com/8635963
8641005,하나로회관,음식점 > 한식 > 한정식,FD6,음식점,02-732-7451,서울 종로구 인사동 194-4,서울 종로구 인사동5길 25,126.985427960377,37.5720483043266,http://place.map.kakao.com/8641005
8661634,효자문,"음식점 > 한식 > 육류,고기 > 갈비",FD6,음식점,063-284-4236,전북 전주시 완산구 고사동 378-5,전북 전주시 완산구 전주객사4길 43-22,127.14292570424,35.8195911956236,http://place.map.kakao.com/8661634
8675374,행운돈까스,"음식점 > 일식 > 돈까스,우동",FD6,음식점,02-2296-3406,서울 성동구 행당동 158-41,서울 성동구 마조로1길 2,127.04030034259,37.5583697092675,http://place.map.kakao.com/8675374
8700075,금문,음식점 > 중식 > 중화요리,FD6,음식점,02-744-8610,서울 종로구 혜화동 122-5,,127.000660065241,37.5854316669207,http://place.map.kakao.com/8700075
